USER,SCORE,ORIGINAL,CHECKED,SENT_SCORE,PN
차니차니반차니,3,화장실이좀불편하지만 직원들친절하고 역시 스타벅스네영,화장실이 좀 불편하지만 직원들 친절하고 역시 스타벅스 네 영,0,0
츄루,4.5,꽤 넓더라구여  첫방문임,꽤 넓더라고요  첫 방문임,0,1
뚜,5,친절하고 맛있어용,친절하고 맛있어요,2,1
dmswl1624,5,친절해요,친절해요,1,1
스컬,5,친절하세요 자리는공부족들때메별로없음,친절하세요 자리는 공부 쪽들 때 메이 별로 없음,-1,1
우진희,5,맛있어요,맛있어요,1,1
하늘보리,5,매장도 넓고 친절합니다,매장도 넓고 친절합니다,1,1
wkd****,4.5,매장도 넓고 좋아요 ,매장도 넓고 좋아요 ,1,1
rladlwl0000,4.5,맛있어요,맛있어요,1,1
leecho71,3.5,M,M,0,0
Lyj0517,5,좋아요,좋아요,1,1
일구,4.5,맛잇어요 다크초콜릿,맛있어요 다크초콜릿,1,1
jae****,3.5,굿,굿,1,0
빅토리,3.5,좋아요,좋아요,1,0
egy****,3,좋아요,좋아요,1,0
마이뷰,4.5,친절합니다,친절합니다,1,1
파미,5,내부가 넓고 좋아요 릴렉서 존맛탱,내부가 넓고 좋아요 릴렉서 존맛탱,2,1
일구,4.5,좋네용 역시 스벅 ,좋네요 역시 스타벅스,1,1
비비레이,4.5,맛있어요,맛있어요,1,1
언제나 스마일,4.5,사람이 많지만 스벅은 실패없어 좋아요,사람이 많지만 스타벅스는 실패 없어 좋아요,-1,1
myt****,4.5,깨끗한 스타벅스,깨끗한 스타벅스,0,1
둥둥,5,너무 친절하셧고 음료도 너무 맛있엇습니당 ,너무 친절하셨고 음료도 너무 맛있었습니다,2,1
어기여디어라,2.5,사람 너무 많아서 시장같아,사람 너무 많아서 시장 같아,0,0
hyekyung,5,분리된 공간 좋아요,분리된 공간 좋아요,1,1
jb2****,5,좋아요,좋아요,1,1
som,3,쏘쏘,쏘 쏘,-1,0
BIN,5,오래 앉아있었다,오래 앉아있었다,0,1
1029,5,친절함,친절함,1,1
송기범,4.5,매장이 깔끔하고 넓어서 좋아요,매장이 깔끔하고 넓어서 좋아요,2,1
EZc,5,친절해요 맛이 좋아요,친절해요 맛이 좋아요,2,1
일구,4.5,스벅짱,스타벅스짱,1,1
eks****,4.5,좋아요,좋아요,1,1
꿈을꾸는자,4.5,맛있어요,맛있어요,1,1
루나루나리,5,친절하고 맛있습니다,친절하고 맛있습니다,2,1
화둥,5,여유롭고 좋아요,여유롭고 좋아요,2,1
뭉게구름,4.5,거리두기 실천을 제일 잘하는 스벅같아요,거리두기 실천을 제일 잘하는 스타벅스 같아요,1,1
하늘땅별땅,1,스벅 한두번 가본것도 아닌데 주문받으며 인상 찌푸려서 당황스러웠고 기분이 별루였어요,스타벅스 한두 번 가본 것도 아닌데 주문받으며 인상 찌푸려서 당황스러웠고 기분이 별로였어요,-2,0
박숴,5,친절하셔요,친절하셔요,1,1
사자쌔끼,3.5,굿이요,굿이요,1,0
사자쌔끼,3.5,굿굿,굿굿,2,0
seon,5,학원다닐 때 자주 이용했어요,학원 다닐 때 자주 이용했어요,1,1
happpyyy,4.5,카페라떼 마세따,카페라테 마세따,0,1
코코,1,친절하다는 느낌이 없어요,친절하다는 느낌이 없어요,0,0
상큼이,5,할로윈 맛은 별로인데 직원분들 할로윈 컨셉으로 꾸미셔서 귀여워용,핼러윈 맛은 별로인데 직원분들 핼러윈 콘셉트로 꾸미셔서 귀여워요,0,1
mrk****,3.5,편해요,편해요,1,0
hj,5,맛있어요,맛있어요,1,1
금빛,2.5,좋아요,좋아요,1,0
shy****,5,친절하시고 맛있어요,친절하시고 맛있어요,2,1
chmchm2000,5,잘 마셨어요,잘 마셨어요,1,1
루나루나리,5,친절해요,친절해요,1,1
일구,5,넘 맛잇어요 역시 스타벅스,너무 맛있어요 역시 스타벅스,1,1
Cho0830,5,깔끔하구 좋아요,깔끔하고 좋아요,2,1
soomoda,3,코로나 짱난다,코로나 짜증 난다,-1,0
kfc****,3.5,굿,굿,1,0
서청,4.5,넓고쾌적해요엄청넓네요,넓고 쾌적해요 엄청 넓네요,1,1
doy****,5,믿고 가는 스벅이요,믿고 가는 스 벅의 요,0,1
메렁,4.5,좋아요 ,좋아요 ,1,1
Wisdom,3.5,무난합니다,무난합니다,0,0
일구,5,넓고 분위기 굿이에요,넓고 분위기 굿이에요,1,1
미소꽃,3.5,굿,굿,1,0
Nickys,5,자리 구성이 다양하고 외부에서 본 것보다 공간이 넓고 무엇보다 매장 직원 분들이 친절하셨어요,자리 구성이 다양하고 외부에서 본 것보다 공간이 넓고 무엇보다 매장 직원분들이 친절하셨어요,1,1
혤캉,5,역시 스벅 친절 서비스도 좋았어요,역시 스타벅스 친절 서비스도 좋았어요,2,1
han****,5,조아요,좋아요,1,1
nan****,5,좋아요,좋아요,1,1
소파,3.5,좋아요,좋아요,1,0
shj****,5,좋아요,좋아요,1,1
soran,5,굿이요,굿이요,1,1
햅삐,5,좋아욥,좋아욥,1,1
엘리,5,친절하고 좋아요,친절하고 좋아요,2,1
3d홀릭,5,친절해요,친절해요,1,1
쫑구기,0.5,입구에 발열체크하는 남자알바인지 직원인지 손님을 완전 개무시하네요 교육이 필요할듯,입구에 발열 체크하는 남자 알바인지 직원인지 손님을 정말 개무시하네요 교육이 필요할 듯,-1,0
JINHWA,5,깨끗하고 넓어요,깨끗하고 넓어요,0,1
체리쪼아,4.5,좋아요,좋아요,1,1
배고파,5,굿이요,굿이요,1,1
발꾸락,5,좋아요,좋아요,1,1
pearl,5,사이렌오더 잘 이용하고 있어요 출근길에 픽업 편해요,사이렌 오더 잘 이용하고 있어요 출근길에 픽업 편해요,2,1
sjj****,5,역쉬 스타벅스 최고에요,역시 스타벅스 최고예요,1,1
19s****,4.5,좋아요,좋아요,1,1
pearl,5,사이렌오더 애용해요,사이렌 오더 애용해요,1,1
진탱,5,항상 친절해서 방문 할때마다 좋습니다,항상 친절해서 방문할 때마다 좋습니다,2,1
pearl,2.5,맛있어보여서 먹어봤는데 제 입맛은 아니네요,맛있어 보여서 먹어봤는데 제 입맛은 아니네요,1,0
pearl,5,시즌메뉴 맛있어요,시즌 메뉴 맛있어요,1,1
May.81,5,회사근처에 있어 자주가는데 직원분들이 친절하고좋아요,회사 근처에 있어 자주 가는데 직원분들이 친절하고 좋아요,3,1
돌맹이,5,에그 포테이토 맛있어요,에그 포테이토 맛있어요,1,1
루비맘,5,좋아요,좋아요,1,1
eymam,4.5,매장이 엄청 넓고 깨끗한데 신메뉴 맛 없네요,매장이 엄청 넓고 깨끗한데 신메뉴 맛없네요,-1,1
바다,5,좋아요,좋아요,1,1
엘리,5,친절하고 항상 좋아요,친절하고 항상 좋아요,2,1
nic****,5,자주먹어요 친절해요,자주 먹어요 친절해요,2,1
진탱,5,친절하셔서 좋았습니다,친절하셔서 좋았습니다,2,1
짐,3.5,번잡하지 않아요,번잡하지 않아요,-1,0
han****,4.5,좋아요 시원해요 넓어요 깨끗해요,좋아요 시원해요 넓어요 깨끗해요,1,1
랄라라,5,굳,굿,1,1
eleilia,5,변함없이 좋아요,변함없이 좋아요,2,1
진탱,5,친절해서 좋았습니다,친절해서 좋았습니다,2,1
ngs****,5,스타벅스맛 매장 넓고 층고높고 시원시원,스타벅스 맛 매장 넓고 층고 높고 시원시원,1,1
3j,5,파트너분 친절하세요 좋아요,파트너분 친절하세요 좋아요,2,1
shr****,4.5,구석구석 잘 가나 보이는 작은,구석구석 잘 가나 보이는 작은,1,1
juwon,5,존맛,존맛,1,1
책과커피,5,아이스아메리카노 맛난더,아이스 아메리카노 맛난 더,1,1
kw,4.5,좋아요,좋아요,1,1
민지,4.5,좋아요,좋아요,1,1
ykn****,5,넓어요,넓어요,0,1
blaccck,5,점심시간에 사람이 많고 15시경엔 바로 주문가능,점심시간에 사람이 많고 15시경엔 바로 주문 가능,0,1
mil****,5,넓고 충전할 곳 많아 좋아요,넓고 충전할 곳 많아 좋아요,1,1
인어나라,4.5,역시 스타벅스예요,역시 스타벅스예요,0,1
로제카시아,2,좋아요,좋아요,1,0
khj0722,2,좋아여,좋아요,1,0
3d홀릭,5,굿인테리어,굿 인테리어,1,1
khj0722,2,좋아여,좋아요,1,0
xhsxkxhsgur,5,친절해요,친절해요,1,1
슈가바인,4.5,자주가는곳이에요,자주 가는 곳이에요,1,1
벚꽃,5,좋아요,좋아요,1,1
oasis,3,좋아요,좋아요,1,0
미래,3.5,깨끗해요,깨끗해요,0,0
박지현,5,시원함과 위치가 좋음  역쉬 친절하고 엄청 스피디,시원함과 위치가 좋음  역시 친절하고 엄청 스피디,2,1
인어나라,3.5,깨끗한 매장,깨끗한 매장,0,0
bkm7755,5,좋아요 ,좋아요 ,1,1
very,5,좋아요,좋아요,1,1
진탱,5,맛있게 잘 마셨습니다,맛있게 잘 마셨습니다,2,1
kiki106,4.5,친절가득  장소도 넓어서 좋아요,친절 가득  장소도 넓어서 좋아요,2,1
난소중하니꺄,5,올리브바닐라크림케이크 맛있어요,올리브 바닐라크림 케이크 맛있어요,1,1
토끼,5,좋아요,좋아요,1,1
ㅋㅡㅋ,5,친구랑 성수역 스벅에서 좋은 보내다갑니다,친구랑 성수역 스 벅의 서 좋은 보내다 갑니다,2,1
전현정,5,맛잇엇어요,맛있었어요,1,1
JINHWA,5,깨끗 친절입니다,깨끗 친절입니다,1,1
bab****,5,친절,친절,1,1
jeon9612,5,파트너분들이친절하세요,파트너 분들이 친절하세요,1,1
cgj000304,5,자리가 넉넉하고 친절해요,자리가 넉넉하고 친절해요,1,1
곽두팔,5,좋아용,좋아요,1,1
riiinnn,2.5,그란데 사이즈 시키면 항상 1센치 2센치 정도 비게 주시는거 같아요 꽉 채워서 주세요,그란데 사이즈 시키면 항상 1센티 2센티 정도 비게 주시는 거 같아요 꽉 채워서 주세요,0,0
anakqhsid,5,좋아요,좋아요,1,1
윤준식,4.5,성수역 스타벅스,성수역 스타벅스,0,1
윤준식,5,성수역 스타벅스,성수역 스타벅스,0,1
waw****,5,자몽 피지오 맛있네요,자몽 피지와 맛있네요,1,1
cocoa,3.5,좋아요,좋아요,1,0
nanse,5,넘 맛있는 것들 바닐라크림콜드부르 진짜 존맛이에요,너무 맛있는 것들 바닐라크림콜드부르 진짜 존맛이에요,2,1
진탱,5,맛있게 잘먹었습니다,맛있게 잘 먹었습니다,2,1
cos****,5,넓고 좋습니다맛도 굳이요,넓고 좋습니다 맛도 굿이요,2,1
빛의자녀,3.5,가끄 가요,다 끄 가요,0,0
빛의자녀,3.5,가끔 가요,가끔 가요,0,0
tax****,5,좋네요,좋네요,1,1
박예슬,5,조용하고 좋아요 ,조용하고 좋아요 ,1,1
진진,4.5,쾌적하고좋아요,쾌적하고 좋아요,2,1
tax****,5,좋네요,좋네요,1,1
플뤼에,3.5,현금 없는 매장이에요,현금 없는 매장이에요,-1,0
인어나라,5,리노베이션후 깔끔해요,리노베이션 후 깔끔해요,1,1
502,5,아침 손님 대박이요 그래도 일하시는 분들 손 빨라 오래 기다리지 않아요,아침 손님 대박이요 그래도 일하시는 분들 손 빨라 오래 기다리지 않아요,1,1
ibb****,4.5,맛있어요,맛있어요,1,1
ths****,4.5,회사앞이라 자주 다니는 매장입니다친절하시고 좋아요,회사 앞이라 자주 다니는 매장입니다 친절하시고 좋아요,3,1
하루,3.5,사람이 많아도 테이블 간격이 좀 있어서 생각보다 조용했어요,사람이 많아도 테이블 간격이 좀 있어서 생각보다 조용했어요,0,0
셔니이모,4.5,친절하고 맛있어요,친절하고 맛있어요,2,1
레크곽이벤트,4.5,좋아,좋아,1,1
beforeyou,4.5,굿 이라고 봐요,굿이라고 봐요,1,1
천사랑,5,라임 패션 티,라임 패션 티,0,1
hj4****,5,굳,굿,1,1
Heylee,2.5,일요일 주차안되요,일요일 주차 안돼요,0,0
댕이,5,굳,굿,1,1
니모,5,여기 애플망고 블렌디드가 제일 찐하네요 쵝오,여기 애플망고 블렌디드가 제일 찐하네요 최고,1,1
wdgai,5,맛있어용  ,맛있어요  ,1,1
LWEBP,5,맛있고 빠른 시간 내에 받아서 좋았어요,맛있고 빠른 시간 내에 받아서 좋았어요,2,1
ibb****,5,굿,굿,1,1
papiron08,5,리모델링도 하고 더 쾌적해짐,리모델링도 하고 더 쾌적해짐,1,1
ksk****,4.5,잘 다녀왔어요굿입니다,잘 다녀왔어요 굿입니다,2,1
모또르,5,넓고 시원해서 좋네요,넓고 시원해서 좋네요,1,1
pearl,5,더블에스프레소칩프라푸치노 맛있어요,더블에스프레소칩프라푸치노 맛있어요,1,1
미뇨미,4.5,사람이 많네용 시원,사람이 많네요 시원,0,1
hound,4.5,친절해요 맛있어요 공간도 다른곳에비해 쾌적해요,친절해요 맛있어요 공간도 다른 곳에 비해 쾌적해요,3,1
김지수,5,스타벅스 최고 ,스타벅스 최고 ,1,1
사회재활교사 박효원,5,맛있어용,맛있어요,1,1
pearl,5,회사 앞이라 자주 이용합니다,회사 앞이라 자주 이용합니다,1,1
wdgai,5,진짜 최고,진짜 최고,1,1
wdgai,5,좋어용,좋어요,1,1
미뇨미,5,스벅베리굿,스타벅스 베리굿,1,1
constancealice,4.5,넓고 편하다,넓고 편하다,1,1
Wang,1,점심시간에 일하는 키 175 정도의 둥근 안경 쓰시고 살집 있으신 여성 종업원분 예절 교육 다시했으면 좋겠습니다 말투가 영 4가지가 없어요,점심시간에 일하는 키 175 정도의 둥근 안경 쓰시고 살집 있으신 여성 종업원분 예절 교육 다시 했으면 좋겠습니다 말투가 영 4가지가 없어요,0,0
cwk2003,3,ana라는 분이 매우 불친절했습니다,ana라는 분이 매우 불친절했습니다,-1,0
kam****,5,다양하고 맛있어요,다양하고 맛있어요,1,1
beatmaker79,5,좋아요,좋아요,1,1
흑둥이,5,친절해욤,친절해요,1,1
par****,5,좌석도 많고 직원분들도 친절하세욥,좌석도 많고 직원분들도 친절하세요,1,1
토부,5,맛있어요,맛있어요,1,1
hyojin9335,5,헤이즐럿소이라떼 굿굿,헤이즐넛 소이라 떼 굿굿,2,1
세라자드,5,넓은 공간에서 북적거림 없이 커피를 마실수 있습니다 ,넓은 공간에서 북적거림 없이 커피를 마실 수 있습니다 ,0,1
재니언,5,좋아요,좋아요,1,1
혜림hyerim9,5,좋아요,좋아요,1,1
cow85,5,매장도 크고 괜찮아요,매장도 크고 괜찮아요,1,1
안뇽,4.5,넓음,넓음,0,1
김세정,3,너무 사람이 많아 대기가 길어요,너무 사람이 많아 대기가 길어요,0,0
길자,3.5,친절해요,친절해요,1,0
새벽이슬,5,직원분들 되게 친절하시고 분위기 아늑해요,직원분들 되게 친절하시고 분위기 아늑해요,1,1
오채원,4.5,직원도 친절하고 분위기도 좋아욯,직원도 친절하고 분위기도 좋아욯,2,1
냠념,5,굿 ,굿 ,1,1
JINHWA,5,깨끗하고 좋어요,깨끗하고 좋어요,1,1
Nonino,4.5,굿,굿,1,1
bbo****,3,스타벅스,스타벅스,0,0
수육소녀,3.5,친절합니다,친절합니다,1,0
김희진,4.5,맛있어요 좋아요 굿,맛있어요 좋아요 굿,3,1
Hae,5,잘먹었습니다,잘 먹었습니다,1,1
히히희,5,널찍해서좋아요,널찍해서 좋아요,1,1
비타민,5,좋아요,좋아요,1,1
wlswls,5,쾌적하고 좋았어요 맛도 굿,쾌적하고 좋았어요 맛도 굿,3,1
sic****,5,성수역점스타벅스,성수역점 스타벅스,0,1
국시,3.5,굿,굿,1,0
진진,5,굿굿굿 새로 매장 해서 냄새가 좀 나지만 좋아용,굿굿굿 새로 매장해서 냄새가 좀 나지만 좋아요,4,1
pearl,5,블랙와플칩 프라프치노 맛있어요,블랙 와플 칩 프 라프 치노 맛있어요,1,1
dke****,4.5,스타벅스 민트유스베리 달달하면서 새콤하니 잘마셨습니다 굿굿,스타벅스 민트 유스베리 달달하면서 새콤하니 잘 마셨습니다 굿굿,3,1
지나,5,아이스바닐라라떼가 맛있어요 ,아이스 바닐라라테가 맛있어요 ,1,1
hoy5575,5,이번에 일부 리뉴얼 되었네요,이번에 일부 리뉴얼 되었네요,0,1
가즈아,2.5,적당합니다,적당합니다,0,0
maggiekim,5,좋아여,좋아요,1,1
토록이,5,커뮤니티 스토어로 리뉴얼 오픈했어요 구매금액 중 일부분이 청년창업문화 확산을 위해 서울 창조경제혁신센터에 기부된다고 하네여,커뮤니티 스토어로 리뉴얼 오픈했어요 구매금액 중 일부분이 청년창업문화 확산을 위해 서울 창조경제혁신센터에 기부된다고 하네요,1,1
바오란,5,친절하고 좋아요  출근길에 거의 매일 들름,친절하고 좋아요  출근길에 거의 매일 들름,2,1
쿠리야,5,코로나 때문인지 테이블이 떨어져있어서 좋았어요,코로나 때문인지 테이블이 떨어져 있어서 좋았어요,1,1
pearl,5,좋아요 동선에 있는 지점이라 자주 가요,좋아요 동선에 있는 지점이라 자주 가요,2,1
땅콩쓰,5,친절해요,친절해요,1,1
하와,5,실내가 넓고 좋아요,실내가 넓고 좋아요,1,1
pearl,5,맛있고 빠르고 편하고 너무 좋아요,맛있고 빠르고 편하고 너무 좋아요,3,1
땅콩쓰,5,친절해요,친절해요,1,1
탐탐,5,여자친구 라떼 왜 밍밍하게 줘써요,여자친구 라테 왜 밍밍하게 줬어요,0,1
Lacey,5,벅이벅이 스벅이,벅이 벅시 스타벅스가,0,1
애죵,5,직원들도 친절하고 자리도 넓고 좋아요 제일좋아하는 허니블랙티 따뜻해도 맛있어용,직원들도 친절하고 자리도 넓고 좋아요 제일 좋아하는 허니 블랙 티 따뜻해도 맛있어요,4,1
